ID,SFR,2MASS ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,LIM_A67,FL_A36,A36,LIM_A36,FL_R7,R7,LIM_R7,REF_R7
1,Tau,J04135737+2918193,IRAS_04108+2910,8.10,0.10,GaiaDR2,123.0,2.4,1.9,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-0.691,140.0,0.290,-0.803,0.289,0.289,Andrews13,0,-0.228,0.082,0.134,7.01,0.38,0.56,0.0,-1,0.00,0.00,0.00,none,230.6,1,-1.00,-1.00,19.80,Schaefer09,111.0,1,-1.00,-1.00,5.10,Schaefer09,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
2,Tau,J04141188+2811535,J04141188,7.63,0.17,GaiaDR2,130.7,3.6,3.2,S,-1,II,M6.25,Luhman10,3.472,0.019,Andrews13,-1.746,140.0,0.082,-1.799,0.079,0.090,Andrews13,0,-1.330,0.412,0.021,6.75,0.32,0.49,338.7,0,1.06,0.21,0.00,Ward-Duong18,230.6,1,0.91,0.65,2.86,Scholz06,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-2.58,-1,0.00,0.00,-1,-1.00,-1.00,none
3,Tau,J04141358+2812492,FM_Tau,7.58,0.05,GaiaDR2,131.4,2.1,1.7,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,-0.393,140.0,0.122,-0.458,0.133,0.112,Andrews13,0,-0.188,0.084,0.169,6.49,0.35,0.31,347.4,0,32.00,8.00,0.00,Andrews05,220.0,0,11.30,0.20,0.00,Pietu14,100.7,0,2.65,0.24,0.00,Ricci10,0,2.28,0.00,0,1.86,0.00,-1,-1.00,-1.00,none
4,Tau,J04141458+2827580,FN_Tau,7.62,0.06,GaiaDR2,130.4,2.4,1.6,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-0.082,140.0,0.097,-0.138,0.096,0.101,Andrews13,0,-0.527,0.067,0.045,5.72,0.13,0.00,339.7,0,44.00,0.20,0.00,Tripathi17,230.6,1,-1.00,-1.00,17.70,Schaefer09,102.5,0,4.10,0.80,0.00,Ricci12,1,-1.00,2.35,2,-1.00,1.80,1,-1.00,0.17,Tripathi17
5,Tau,J04141700+2810578,CW_Tau,7.55,0.04,GaiaDR2,132.0,2.0,1.8,S,-1,II,K3,Luhman10,3.675,0.016,Andrews13,0.384,140.0,0.205,0.325,0.213,0.196,Andrews13,0,0.113,0.063,0.073,6.20,0.30,0.33,343.0,0,145.10,1.40,0.00,Bacciotti18,220.0,0,58.70,0.40,0.00,Pietu14,84.2,0,3.44,0.31,0.00,Ricci10,0,2.04,0.00,0,2.95,0.00,-1,-1.00,-1.00,none
6,Tau,J04141760+2806096,CIDA_1,7.37,0.09,GaiaDR2,135.2,2.6,2.3,S,-1,II,M5.5,Luhman10,3.485,0.020,Andrews13,-0.901,140.0,0.089,-0.928,0.088,0.093,Andrews13,0,-0.868,0.170,0.032,6.13,0.19,0.30,338.0,0,35.40,0.20,0.00,Pinilla18,230.6,0,13.50,2.80,0.00,Schaefer09,93.0,0,1.98,0.11,0.00,Ricci14,0,2.52,0.00,0,2.11,0.00,-1,-1.00,-1.00,none
7,Tau,J04142626+2806032,MHO_1+2,7.54,0.22,GaiaDR2,132.3,4.5,3.9,J,3.93,II,,,,,,,,,0.301,0.882,0.112,Andrews13,0,-0.024,0.125,0.062,5.77,0.43,0.24,340.2,0,771.90,3.30,0.00,Akeson14,223.6,0,350.08,0.79,0.00,Akeson14,102.5,0,8.07,1.10,0.00,Ricci12,0,1.88,0.00,0,4.83,0.00,-1,-1.00,-1.00,none
8,Tau,J04142626+2806032,MHO_1,7.04,0.54,GaiaDR2,141.7,13.7,9.0,T,0,II,M2.5,Luhman10,3.543,0.018,Andrews13,0.230,140.0,0.883,0.172,0.969,0.811,Andrews13,0,-0.479,0.103,0.113,5.16,1.65,0.10,340.2,0,476.70,3.20,0.00,Akeson14,223.6,0,216.74,0.76,0.00,Akeson14,102.5,0,5.05,1.10,0.00,Ricci12,0,1.88,0.00,0,4.82,0.00,-1,-1.00,-1.00,none
9,Tau,J04142639+2805597,MHO_2_AB,7.54,0.22,GaiaDR2,131.9,4.9,3.6,CB,0.05,II,,,,,,,,,0.094,0.173,0.143,Andrews13,0,-0.228,0.187,0.073,5.78,0.34,0.24,340.2,0,295.20,3.30,0.00,Akeson14,223.6,0,133.34,0.79,0.00,Akeson14,102.5,0,3.02,1.10,0.00,Ricci12,0,1.89,0.00,0,4.86,0.00,-1,-1.00,-1.00,none
,Tau,J04142639+2805597,MHO_2_A,7.54,0.22,GaiaDR2,132.6,4.3,4.3,B,0,II,M2.5,Luhman10,3.543,0.018,Andrews13,0.019,140.0,0.189,-0.028,0.190,0.191,Andrews13,0,-0.490,0.074,0.096,5.13,0.63,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04142639+2805597,MHO_2_B,7.54,0.22,GaiaDR2,132.2,4.7,3.8,B,0,II,M5.5,Andrews13,3.485,0.071,Andrews13,-0.491,140.0,0.255,-0.549,0.265,0.248,Andrews13,0,-0.557,0.320,0.165,6.02,0.76,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Tau,J04143054+2805147,MHO_3_AB,7.21,0.79,avg,138.0,22.0,10.8,CB,0.031,II,,,,,,,,,0.127,0.177,0.156,Andrews13,0,0.041,0.103,0.133,6.08,0.34,0.45,345.0,0,18.30,4.62,0.00,Buckle15,224.5,1,-1.00,-1.00,12.00,Harris12,0.0,-1,0.00,0.00,0.00,none,1,-1.00,0.98,-1,0.00,0.00,-1,-1.00,-1.00,none
,Tau,J04143054+2805147,MHO_3_A,7.21,0.79,avg,136.7,23.4,9.5,B,0,II,K7,Luhman10,3.609,0.023,Andrews13,-0.042,140.0,0.188,-0.025,0.211,0.216,Andrews13,0,-0.140,0.092,0.153,6.04,0.46,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04143054+2805147,MHO_3_B,7.21,0.79,avg,137.4,22.5,10.3,B,0,II,M2,Andrews13,3.552,0.053,Andrews13,-0.453,140.0,0.199,-0.434,0.218,0.226,Andrews13,0,-0.636,0.445,0.081,5.99,0.67,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Tau,J04144730+2646264,FP_Tau,7.78,0.05,GaiaDR2,128.1,1.9,1.7,S,-1,II,M4,Luhman10,3.515,0.019,Andrews13,-0.490,140.0,0.048,-0.569,0.051,0.047,Andrews13,0,-0.707,0.156,0.083,5.97,0.09,0.70,338.7,0,18.68,0.26,0.00,Ward-Duong18,230.6,1,-1.00,-1.00,9.30,Schaefer09,100.8,0,11.80,0.26,0.00,Ricci10,1,-1.00,1.81,2,-1.00,-0.29,-1,-1.00,-1.00,none
12,Tau,J04144786+2648110,CX_Tau,7.82,0.04,GaiaDR2,127.4,1.9,1.6,S,-1,II,M2.5,Luhman10,3.543,0.018,Andrews13,-0.431,140.0,0.065,-0.514,0.068,0.065,Andrews13,0,-0.431,0.082,0.206,6.10,0.26,0.25,345.0,0,25.00,6.00,0.00,Andrews05,220.0,0,9.60,0.20,0.00,Pietu14,86.2,0,1.01,0.13,0.00,Ricci10,0,2.13,0.00,0,2.40,0.00,-1,-1.00,-1.00,none
13,Tau,J04144928+2812305,FO_Tau_AB,6.37,0.38,GaiaDR2,156.0,11.9,7.7,J,0.15,II,,,,,,,,,-0.011,0.088,0.077,Andrews13,0,-0.301,0.077,0.066,5.49,0.28,0.29,345.0,0,13.00,3.00,0.00,Andrews05,239.9,0,6.01,0.19,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,0,2.12,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
14,Tau,J04144928+2812305,FO_Tau_A,6.37,0.38,GaiaDR2,155.9,12.0,7.7,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.353,140.0,0.080,-0.260,0.107,0.086,Andrews13,0,-0.594,0.084,0.094,5.22,0.56,0.24,0.0,-1,0.00,0.00,0.00,none,239.9,0,3.07,0.19,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
15,Tau,J04144928+2812305,FO_Tau_B,6.37,0.38,GaiaDR2,157.6,10.3,9.3,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.495,140.0,0.129,-0.393,0.141,0.138,Andrews13,0,-0.633,0.134,0.083,5.87,0.12,0.73,0.0,-1,0.00,0.00,0.00,none,239.9,0,2.94,0.19,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
16,Tau,J04153916+2818586,J04153916,7.61,0.08,GaiaDR2,131.0,2.3,2.1,S,-1,II,M3.75,Luhman10,3.519,0.019,Andrews13,-0.494,140.0,0.071,-0.552,0.073,0.072,Andrews13,0,-0.694,0.179,0.074,5.97,0.13,0.66,345.0,1,14.80,7.40,37.00,Buckle15,225.4,0,13.40,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,2,-1.00,2.39,-1,0.00,0.00,-1,-1.00,-1.00,none
17,Tau,J04154278+2909597,IRAS_04125+2902,6.25,0.07,GaiaDR2,158.8,3.7,2.5,S,-1,TD,M1.25,Luhman10,3.565,0.017,Andrews13,-0.500,140.0,0.055,-0.388,0.058,0.056,Andrews13,0,-0.326,0.093,0.113,6.18,0.24,0.18,340.9,0,42.00,0.10,0.00,Tripathi17,225.4,0,19.50,0.75,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,1.85,0.00,-1,0.00,0.00,0,0.30,0.00,Tripathi17
18,Tau,J04155799+2746175,J04155799,7.37,0.11,GaiaDR2,135.1,3.0,2.4,S,-1,II,M5.5,Luhman10,3.485,0.020,Andrews13,-1.096,140.0,0.097,-1.129,0.102,0.096,Andrews13,0,-0.950,0.234,0.051,6.30,0.22,0.40,0.0,-1,0.00,0.00,0.00,none,225.4,0,12.60,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
19,Tau,J04161210+2756385,J04161210,7.27,0.12,GaiaDR2,136.7,3.4,2.5,S,-1,II,M4.75,Luhman10,3.500,0.020,Andrews13,-1.084,140.0,0.097,-1.107,0.104,0.095,Andrews13,0,-0.936,0.339,0.000,6.34,0.36,0.36,338.7,0,5.71,0.17,0.00,Ward-Duong18,225.4,1,-1.00,-1.00,4.20,Andrews13,0.0,-1,0.00,0.00,0.00,none,1,-1.00,0.75,-1,0.00,0.00,-1,-1.00,-1.00,none
20,Tau,J04163911+2858491,J04163911,6.25,0.54,GaiaDR2,159.2,18.4,10.7,S,-1,II,M5.5,Luhman10,3.485,0.020,Andrews13,-1.258,140.0,0.077,-1.131,0.112,0.109,Andrews13,0,-0.943,0.227,0.062,6.30,0.22,0.39,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.50,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
21,Tau,J04173372+2820468,CY_Tau,7.76,0.04,GaiaDR2,128.4,1.9,1.6,S,-1,II,M1.5,Luhman10,3.560,0.017,Andrews13,-0.398,140.0,0.090,-0.470,0.088,0.093,Andrews13,0,-0.355,0.104,0.114,6.27,0.27,0.24,337.1,0,207.00,1.20,0.00,Tripathi17,230.0,0,119.00,13.50,0.00,Perez15,107.0,0,26.10,2.90,0.00,Perez15,0,1.45,0.00,0,1.98,0.00,0,0.36,0.00,Tripathi17
22,Tau,J04174955+2813318,KPNO_10,7.28,0.12,GaiaDR2,136.6,3.3,2.5,S,-1,II,M5,Luhman10,3.495,0.020,Andrews13,-1.129,140.0,0.081,-1.145,0.080,0.087,Andrews13,0,-0.944,0.312,0.031,6.36,0.33,0.32,345.0,0,20.00,4.03,0.00,Buckle15,225.4,0,7.80,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,2.21,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
23,Tau,J04174965+2829362,V410_X-ray_1,7.75,0.08,GaiaDR2,128.5,2.3,1.9,S,-1,II,M4,Luhman10,3.515,0.019,Andrews13,-0.351,140.0,0.066,-0.427,0.069,0.065,Andrews13,0,-0.656,0.094,0.105,5.88,0.02,0.81,345.0,1,-1.00,-1.00,9.00,Andrews05,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
24,Tau,J04181078+2519574,V409_Tau,7.61,0.04,GaiaDR2,130.6,2.2,1.5,S,-1,II,M1.5,Luhman10,3.560,0.017,Andrews13,-0.592,140.0,0.084,-0.653,0.089,0.082,Andrews13,0,-0.348,0.124,0.093,6.55,0.27,0.24,0.0,-1,0.00,0.00,0.00,none,225.4,0,18.70,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
25,Tau,J04181710+2828419,V410_Anon_13,8.04,0.33,GaiaDR2,124.0,6.0,4.8,S,-1,II,M5.75,Luhman10,3.481,0.020,Andrews13,-0.987,140.0,0.085,-1.089,0.093,0.093,Andrews13,0,-0.936,0.197,0.052,6.28,0.15,0.43,338.7,0,1.35,0.16,0.00,Ward-Duong18,230.6,1,-1.00,-1.00,9.00,Schaefer09,111.0,1,-1.00,-1.00,6.90,Schaefer09,1,-1.00,-4.93,-1,0.00,0.00,-1,-1.00,-1.00,none
26,Tau,J04183112+2816290,DD_Tau_AB,8.12,0.19,GaiaDR2,122.8,3.5,3.0,J,0.57,II,,,,,,,,,-0.316,0.155,0.154,Andrews13,0,-0.284,0.085,0.117,6.05,0.26,0.44,340.8,0,33.00,3.00,0.00,Harris12,239.0,0,17.00,4.00,0.00,Osterloh95,111.0,0,4.50,1.30,0.00,Dutrey96,0,1.87,0.00,0,1.73,0.00,-1,-1.00,-1.00,none
27,Tau,J04183112+2816290,DD_Tau_A,8.12,0.19,GaiaDR2,122.7,3.6,2.9,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.478,140.0,0.216,-0.596,0.222,0.213,Andrews13,0,-0.649,0.177,0.094,6.04,0.32,0.69,340.8,0,24.00,3.00,0.00,Harris12,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
28,Tau,J04183112+2816290,DD_Tau_B,8.12,0.19,GaiaDR2,122.8,3.5,3.0,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.583,140.0,0.204,-0.669,0.177,0.233,Andrews13,0,-0.657,0.194,0.102,6.17,0.34,0.64,340.8,0,9.00,3.00,0.00,Harris12,0.0,-1,0.00,0.00,0.00,none,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
29,Tau,J04183158+2816585,CZ_Tau_AB,8.05,0.31,avg,124.1,5.4,4.7,J,0.317,II,,,,,,,,,-0.681,0.143,0.113,Andrews13,0,-0.326,0.179,0.126,6.47,0.43,0.26,345.0,1,-1.00,-1.00,9.00,Andrews05,239.9,0,0.62,0.12,0.00,Akeson19,111.0,1,-1.00,-1.00,4.00,Dutrey96,2,-1.00,7.36,1,-1.00,-2.42,-1,-1.00,-1.00,none
30,Tau,J04183158+2816585,CZ_Tau_A,8.05,0.31,avg,124.2,5.3,4.8,B,0,II,M3,Luhman10,3.533,0.018,Andrews13,-0.730,140.0,0.118,-0.841,0.131,0.116,Andrews13,0,-0.481,0.092,0.184,6.42,0.36,0.26,0.0,-1,0.00,0.00,0.00,none,239.9,1,-1.00,-1.00,0.62,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
31,Tau,J04183158+2816585,CZ_Tau_B,8.05,0.31,avg,124.2,5.2,4.8,B,0,II,M6,Luhman10,3.476,0.086,Andrews13,-1.135,140.0,0.302,-1.262,0.330,0.280,Andrews13,0,-0.923,0.495,0.192,6.47,0.81,0.45,0.0,-1,0.00,0.00,0.00,none,239.9,0,0.62,0.12,0.00,Akeson19,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
32,Tau,J04183444+2830302,V410_X-ray_2,7.61,0.37,avg,131.4,7.2,6.0,S,-1,II,M0,Luhman10,3.586,0.024,Andrews13,0.430,140.0,0.077,0.377,0.089,0.089,Andrews13,0,-0.317,0.088,0.066,5.01,0.51,0.12,340.9,0,26.00,1.00,0.00,Tripathi17,225.4,0,15.00,1.00,0.00,D_Powell,0.0,-1,0.00,0.00,0.00,none,0,1.33,0.00,-1,0.00,0.00,0,0.16,0.00,Tripathi17
33,Tau,J04184061+2819155,V892_Tau_AB,8.52,0.12,GaiaDR2,117.0,2.3,2.0,CB,0.06,II,,,,,,,,,2.406,0.594,0.413,Andrews13,0,0.823,0.114,0.083,7.15,0.33,0.62,345.0,0,638.00,54.00,0.00,Mannings94,225.4,0,251.00,10.00,0.00,Hamidouche10,102.5,0,54.90,1.00,0.00,Ricci12,0,2.19,0.00,0,1.93,0.00,-1,-1.00,-1.00,none
,Tau,J04184061+2819155,V892_Tau_A,8.52,0.12,GaiaDR2,117.2,2.0,2.3,B,0,II,B8,Hernandez04,4.076,0.128,Andrews13,2.171,140.0,0.653,1.986,0.685,0.630,Andrews13,0,0.516,0.147,0.126,7.52,0.16,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04184061+2819155,V892_Tau_B,8.52,0.12,GaiaDR2,117.1,2.2,2.2,B,0,II,B8,Hernandez04,4.076,0.128,Andrews13,2.171,140.0,0.653,1.977,0.693,0.616,Andrews13,0,0.490,0.169,0.095,7.71,0.00,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Tau,J04184133+2827250,LR_1,7.63,0.32,avg,130.4,6.6,4.9,S,-1,II,K4.5,Luhman10,3.650,0.019,Andrews13,0.406,140.0,0.135,0.354,0.136,0.144,Andrews13,0,0.011,0.083,0.115,5.91,0.32,0.25,0.0,-1,0.00,0.00,0.00,none,225.4,0,30.80,1.60,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
35,Tau,J04184250+2818498,V410_X-ray_7_AB,7.97,0.26,GaiaDR2,125.0,4.9,3.9,CB,0.032,II,,,,,,,,,-0.205,0.107,0.107,Andrews13,0,-0.053,0.093,0.155,6.30,0.27,0.44,345.0,0,12.50,3.27,0.00,Buckle15,225.4,1,-1.00,-1.00,13.00,Harris12,0.0,-1,0.00,0.00,0.00,none,1,-1.00,-0.09,-1,0.00,0.00,-1,-1.00,-1.00,none
,Tau,J04184250+2818498,V410_X-ray_7_A,7.97,0.26,GaiaDR2,125.2,4.7,4.1,B,0,II,M0.75,Luhman10,3.573,0.023,Andrews13,-0.326,140.0,0.133,-0.429,0.144,0.130,Andrews13,0,-0.285,0.125,0.156,6.33,0.37,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tau,J04184250+2818498,V410_X-ray_7_B,7.97,0.26,GaiaDR2,125.3,4.7,4.1,B,0,II,M2.75,Andrews13,3.538,0.037,Andrews13,-0.549,140.0,0.164,-0.645,0.168,0.165,Andrews13,0,-0.705,0.421,0.072,6.15,0.56,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Tau,J04190110+2819420,V410_X-ray_6,8.38,0.15,GaiaDR2,119.0,2.7,2.4,S,-1,II,M5.5,Luhman10,3.485,0.020,Andrews13,-0.454,140.0,0.050,-0.597,0.055,0.051,Andrews13,0,-0.709,0.087,0.022,5.75,0.27,0.00,338.7,1,-1.00,-1.00,0.27,Ward-Duong18,225.4,1,-1.00,-1.00,2.10,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
37,Tau,J04190126+2802487,KPNO_12,7.52,0.83,avg,134.3,19.2,12.4,S,-1,II,M9,Luhman10,3.380,0.056,Andrews13,-2.973,140.0,0.238,-2.986,0.251,0.267,Andrews13,0,-1.791,0.389,0.092,7.38,0.23,0.95,345.0,1,2.96,8.77,29.27,Buckle15,225.4,1,-1.00,-1.00,2.10,Scholz06,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
38,Tau,J04191281+2829330,FQ_Tau_AB,7.27,0.80,avg,138.3,20.5,12.3,J,0.78,II,,,,,,,,,-0.678,0.134,0.113,Andrews13,0,-0.229,0.083,0.115,6.62,0.26,0.29,340.2,0,9.66,0.48,0.00,Akeson14,223.6,0,5.80,0.21,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.22,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
39,Tau,J04191281+2829330,FQ_Tau_A,7.27,0.80,avg,135.7,23.1,9.6,B,0,II,M3,Hartigan03,3.533,0.018,Andrews13,-1.068,140.0,0.134,-1.056,0.166,0.170,Andrews13,0,-0.506,0.116,0.148,6.77,0.38,0.35,340.2,0,5.42,0.48,0.00,Akeson14,223.6,0,3.10,0.21,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.33,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
40,Tau,J04191281+2829330,FQ_Tau_B,7.27,0.80,avg,137.7,21.3,11.6,B,0,II,M3.5,Hartigan03,3.524,0.019,Andrews13,-0.931,140.0,0.136,-0.926,0.174,0.165,Andrews13,0,-0.566,0.124,0.196,6.45,0.37,0.39,340.2,0,4.24,0.47,0.00,Akeson14,223.6,0,2.70,0.15,0.00,Akeson14,0.0,-1,0.00,0.00,0.00,none,0,1.08,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
41,Tau,J04191583+2906269,BP_Tau,7.75,0.06,GaiaDR2,128.7,1.8,2.0,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,-0.012,140.0,0.122,-0.099,0.135,0.110,Andrews13,0,-0.145,0.106,0.128,6.15,0.34,0.28,345.0,0,130.00,7.00,0.00,Andrews05,230.6,0,51.56,7.71,0.00,Guilloteau11,102.5,0,10.10,0.60,0.00,Ricci12,0,2.30,0.00,0,2.01,0.00,-1,-1.00,-1.00,none
42,Tau,J04192625+2826142,V819_Tau,7.59,0.06,GaiaDR2,131.0,2.3,1.7,S,-1,II,K7,Luhman10,3.609,0.023,Andrews13,-0.039,140.0,0.076,-0.095,0.078,0.077,Andrews13,0,-0.132,0.094,0.136,6.13,0.34,0.21,345.0,1,-1.00,-1.00,9.00,Andrews05,229.5,0,0.53,0.16,0.00,Hardy15,88.2,1,-1.00,-1.00,2.40,Duvert00,2,-1.00,6.95,1,-1.00,-1.58,-1,-1.00,-1.00,none
43,Tau,J04193545+2827218,FR_Tau,8.36,0.30,GaiaDR2,119.5,4.8,4.2,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-0.959,140.0,0.058,-1.091,0.062,0.072,Andrews13,0,-0.940,0.263,0.021,6.30,0.23,0.37,0.0,-1,0.00,0.00,0.00,none,239.8,1,-1.00,-1.00,15.00,Osterloh95,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
44,Tau,J04201611+2821325,J04201611,7.75,0.20,GaiaDR2,128.3,4.2,3.2,S,-1,II,M6.5,Luhman10,3.468,0.021,Andrews13,-1.870,140.0,0.082,-1.944,0.087,0.083,Andrews13,0,-1.401,0.452,0.021,6.82,0.38,0.52,345.0,1,34.60,21.10,97.90,Buckle15,225.4,1,-1.00,-1.00,1.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
45,Tau,J04202144+2813491,J04202144,6.53,1.01,avg,153.7,39.6,15.9,S,-1,II,M1,Luhman10,3.569,0.017,Andrews13,-2.718,140.0,0.110,-2.616,0.215,0.154,Andrews13,0,-0.551,0.083,0.135,7.97,0.00,0.12,0.0,-1,0.00,0.00,0.00,none,225.4,0,52.40,1.50,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
46,Tau,J04202555+2700355,J04202555,5.87,0.18,GaiaDR2,169.4,6.8,5.2,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-1.343,140.0,0.050,-1.175,0.059,0.057,Andrews13,0,-0.982,0.307,0.020,6.34,0.29,0.34,338.7,0,18.31,0.27,0.00,Ward-Duong18,225.4,0,8.40,1.40,0.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,0,1.91,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
47,Tau,J04202583+2819237,IRAS_04173+2812,8.19,0.42,GaiaDR2,121.4,7.8,5.2,S,-1,II,M4,Luhman10,3.515,0.019,Andrews13,-1.037,140.0,0.123,-1.148,0.127,0.135,Andrews13,0,-0.614,0.116,0.189,6.59,0.40,0.25,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.00,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
48,Tau,J04202606+2804089,J04202606,7.84,0.05,GaiaDR2,127.3,1.6,2.0,S,-1,II,M3.5,Luhman10,3.524,0.019,Andrews13,-0.731,140.0,0.041,-0.815,0.043,0.042,Andrews13,0,-0.533,0.091,0.244,6.26,0.32,0.24,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,4.30,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
49,Tau,J04210795+2702204,J04210795,5.92,0.65,avg,167.7,27.2,13.2,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-1.205,140.0,0.119,-1.033,0.171,0.141,Andrews13,0,-0.875,0.207,0.072,6.26,0.25,0.36,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,2.70,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
50,Tau,J04210934+2750368,J04210934,8.45,0.10,GaiaDR2,118.0,2.1,1.9,S,-1,II,M5.25,Luhman10,3.490,0.020,Andrews13,-0.973,140.0,0.106,-1.130,0.115,0.098,Andrews13,0,-0.927,0.255,0.051,6.32,0.27,0.37,0.0,-1,0.00,0.00,0.00,none,225.4,1,-1.00,-1.00,1.75,Andrews13,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,-1,0.00,0.00,-1,-1.00,-1.00,none
